,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,loan_default,house_onwer,emp_year_greater_5,loan_grade0,loan_grade1,loan_grade2,loan_grade3,loan_grade4,loan_grade5,loam_purpose0,loam_purpose1,loam_purpose2,loam_purpose3,loam_purpose4,loam_purpose5,loam_purpose6,loam_purpose7,loam_purpose8,loam_purpose9,loam_purpose10,loan_term0
910,10000,10.47,214.8,151000,20.33,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
911,5000,23.4,194.6,43000,14.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
912,3000,8.46,94.65,75000,15.79,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
913,12500,11.55,275.23,50000,27.24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
914,10400,11.55,343.2,62000,31.48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
915,24000,15.02,571.22,69500,21.14,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
916,8700,7.84,271.99,70000,5.52,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
917,7000,10.47,227.42,130000,15.88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
918,4000,8.46,126.2,50000,22.44,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
919,30000,7.21,929.2,195000,12.24,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
920,7700,10.08,248.75,86000,12.62,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
921,12000,6.11,365.67,100000,14.36,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
922,4000,8.46,126.2,50000,26.26,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
923,15000,7.21,464.6,100000,8.47,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
924,7000,12.73,234.95,89000,7.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
925,12000,11.55,264.22,102500,18.34,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
926,10000,11.06,327.68,45000,14.77,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
927,11200,11.55,246.6,43000,26.85,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
928,7200,17.97,260.19,25000,18.24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
929,18000,26.31,542.24,42000,29.09,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
930,21000,22.35,584.19,105000,42.43,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
931,5000,19.92,185.62,100000,36.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
932,10000,10.08,323.05,60000,16.14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
933,15000,14.47,352.69,60000,6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
934,12000,15.02,416.11,53329,35.63,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
935,18000,14.47,423.23,85000,13.27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
936,35000,11.06,1146.85,230000,8.55,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
937,20000,6.11,609.44,100000,5.66,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
938,15000,16.14,528.4,88000,10.72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
939,12600,16.14,443.85,87000,21.86,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
940,12600,12.73,422.91,72000,15.23,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
941,15000,8.46,473.24,53124,10.1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
942,14400,11.06,471.85,220000,15.78,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
943,15000,11.55,330.27,37000,14.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
944,13000,17.97,329.91,28000,7.33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
945,3500,20.89,131.67,30000,34.2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
946,24000,7.21,743.36,65000,9.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
947,20000,10.47,429.59,83000,6.93,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
948,6000,13.56,203.79,109650,14,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
949,15000,6.11,457.08,98000,10.88,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
950,5000,11.55,165,75000,34.06,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
951,26100,11.55,861.3,90000,30.96,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
952,36000,10.08,1162.98,21300,2.93,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
953,32000,12.73,723.69,85000,13.43,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
954,40000,6.11,1218.88,100000,7.62,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
955,24000,13.56,552.98,51540,22.89,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
956,15000,22.35,417.28,35000,19.48,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
957,15000,10.47,322.19,79000,15.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
958,10000,19.92,371.23,50915,25.57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
959,31000,15.02,737.82,68850,21.39,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
960,10000,13.56,230.41,38000,13.14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,19700,16.14,480.54,59800,30.2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,5000,8.46,157.75,35000,4.12,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
963,16000,6.11,487.55,115000,26.85,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
964,30000,12.73,678.46,50000,15.41,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,15000,6.67,460.9,90000,12.75,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
966,17000,22.35,652.32,80000,24.17,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
967,10000,6.11,304.72,56400,5.6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
968,12000,30.89,394.83,60500,11.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
969,35000,25.34,1034.29,73000,2.93,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
970,35000,10.47,1137.1,212000,11.55,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
971,22400,16.14,546.4,32195,22.63,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
972,16000,11.06,348.36,115000,37.43,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,5000,8.46,157.75,75000,18.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
974,32000,10.08,681.17,160000,28.17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
975,6500,22.35,249.42,58000,11.32,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
976,20275,8.46,639.66,44526,8.27,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
977,35000,23.4,994.73,110000,26.58,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
978,4000,8.46,126.2,70000,7.34,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
979,40000,6.11,1218.88,185000,0.87,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
980,5500,7.21,170.36,70000,13.39,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
981,3500,16.91,124.63,45000,39.23,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
982,8500,11.06,278.53,76040,3.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
983,9000,6.11,274.25,65000,25.89,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
984,36000,6.11,1096.99,240000,15.87,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
985,4500,11.55,148.5,108000,5.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
986,14000,20.89,377.89,33000,15.89,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
987,14000,16.14,341.5,50000,19.92,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
988,30000,10.08,969.15,150000,6.78,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
989,10000,20.89,269.92,31000,9.64,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
990,40000,12.73,904.61,225000,6.2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
991,25000,10.08,532.17,68500,16.38,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
992,12000,16.91,297.66,68000,20.37,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
993,7500,10.08,242.29,65000,35.54,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
994,18000,17.97,650.48,54000,33.89,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
995,35000,13.56,1188.76,205000,6.69,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
996,5000,16.91,178.04,40000,15.57,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
997,16000,27.27,491.16,95000,17.18,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
998,35000,22.35,973.64,52000,23.86,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
999,8500,6.11,259.02,90000,7.08,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1000,21300,30.75,698.98,110000,31.96,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1001,2400,19.92,89.1,60000,13.94,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1002,2650,7.84,82.85,36000,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1003,3600,17.97,130.1,42000,38.77,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1004,10500,10.47,225.53,120000,9.34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,20000,17.97,722.75,80000,13.23,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1006,5000,8.46,157.75,39000,9.51,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1007,40000,7.21,1238.93,90000,16.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1008,6000,13.56,203.79,42000,28.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1009,40000,8.46,1261.97,67000,5.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1010,20000,8.46,630.99,173000,12.37,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1011,8000,7.84,250.11,150000,16.35,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1012,24000,7.84,750.31,75000,10.99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1013,3500,13.56,118.88,74000,13.93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1014,10500,15.02,364.09,11300,62.38,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1015,10000,25.34,295.51,28000,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1016,15000,27.27,460.46,220000,15.84,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1017,35000,17.97,888.2,80000,21.11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018,25000,11.06,819.18,103000,19.84,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1019,20000,19.92,528.99,51000,18.42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1020,15000,7.84,468.94,90000,16.4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1021,14000,20.89,526.67,62400,19.77,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1022,12000,19.92,317.4,55000,15.64,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1023,10300,20.89,387.48,82000,33.48,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1024,3000,12.73,100.7,22740,45.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1025,4625,16.14,162.93,14500,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1026,35000,17.97,1264.81,120000,11.67,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1027,15000,10.08,484.58,75088,12.8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1028,20000,14.47,688.13,185000,34.06,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1029,30000,27.27,920.91,70000,29.59,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1030,8500,7.84,265.74,67000,13.99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1031,14975,16.14,527.52,55000,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1032,24000,22.35,920.93,23800,15.63,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1033,20000,6.67,614.53,135000,11.73,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1034,6000,12.73,201.39,56000,8.27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1035,2600,12.73,87.27,52000,31.53,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1036,32000,10.08,1033.76,122000,0.65,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1037,15000,16.14,365.89,30000,5.68,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1038,14000,12.73,469.9,70000,39.02,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1039,9600,15.02,332.89,89300,9.77,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1040,5000,11.55,165,62000,25.09,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1041,20000,22.35,556.37,33000,13.93,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1042,4500,10.08,145.38,88000,20.86,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1043,16000,8.46,504.79,84000,15.61,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1044,26400,6.67,811.18,140000,20.07,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1045,30750,18.94,796.66,70000,22.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1046,10000,8.46,315.5,52000,16.52,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1047,1000,18.94,36.63,15912,24.89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1048,5000,14.47,172.04,49000,6.51,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1049,5000,7.84,156.32,70000,20.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1050,5400,13.56,183.41,50000,21.72,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1051,40000,7.21,1238.93,125000,19.87,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1052,6350,11.55,209.55,50000,7.49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1053,30975,10.47,1006.33,66000,21.04,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1054,9000,17.97,325.24,100000,19.54,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1055,2000,10.08,64.61,38500,11.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1056,3000,16.14,105.68,123000,15.58,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1057,21500,16.91,765.58,74000,10.46,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1058,25000,16.91,620.11,127000,22.58,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1059,10000,20.89,376.19,82000,10.29,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1060,19800,27.27,811.22,83000,19.16,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1061,32000,15.02,761.62,52000,2.12,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1062,1000,15.02,34.68,65000,23.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1063,10000,18.94,366.26,38979.19,6.96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1064,13200,13.56,304.14,70000,4.59,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1065,6000,11.06,196.61,70000,16.77,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1066,15000,10.47,487.33,100000,8.89,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1067,7500,8.46,236.62,45000,25.68,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1068,15500,7.21,480.09,80000,11.36,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1069,20000,10.08,646.1,100000,18.28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1070,17775,16.14,626.15,45980,39.08,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1071,21000,13.56,483.86,90000,17.41,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072,10000,7.21,309.74,72000,16.03,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1073,15000,13.56,509.47,30000,14.32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1074,10000,13.56,339.65,73242,25.05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1075,6550,17.97,236.7,42000,16.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1076,20000,16.91,496.09,53000,12.57,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1077,2000,18.94,73.26,72000,2.42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1078,2000,10.47,64.98,52000,15.09,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1079,40000,11.55,880.71,100000,39.52,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080,25200,15.02,599.78,20420.4,83.95,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1081,10000,14.47,235.13,40000,3.72,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1082,35000,20.89,1316.66,55000,53.87,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1083,3500,22.35,134.31,106000,22.01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1084,16000,19.92,423.2,72000,9.97,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1085,20800,19.92,772.16,45000,20.29,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1086,12000,18.94,439.51,52000,21.69,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1087,33000,16.14,804.96,85000,17.79,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1088,12000,19.92,317.4,150000,9.38,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1089,17000,12.73,384.46,54880,7.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1090,8000,22.35,306.98,43680,45.22,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1091,10000,23.4,389.19,48677,24.11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1092,5000,24.37,197.14,60000,34.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1093,9600,17.97,346.92,55000,28.04,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1094,15000,12.73,503.47,85000,8.19,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1095,1000,15.02,34.68,50710,7.93,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1096,4000,6.11,121.89,104000,15.74,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1097,12000,17.97,304.53,80000,29.93,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1098,25000,26.31,1011.4,300000,17.82,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1099,3800,11.55,125.4,40000,9.48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1100,7500,7.84,234.47,85000,7.79,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1101,26400,11.55,581.27,60000,31.22,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1102,28000,10.47,909.68,500000,5.72,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1103,40000,11.55,1320,70000,2.59,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1104,16000,17.97,406.04,100000,11.23,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105,35000,15.02,833.02,150000,12.94,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1106,40000,6.11,1218.88,105000,17.5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1107,12500,6.67,384.09,11092.92,82.79,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1108,13825,20.89,373.16,50000,30.89,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1109,6000,17.97,216.83,100000,16.54,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1110,4550,15.02,157.78,36000,37.37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,14400,11.55,475.2,95000,14.59,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1112,6500,15.02,225.39,24000,17.85,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1113,5000,22.35,191.86,0,16.47,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1114,25000,6.11,761.8,140000,6.02,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1115,35000,29.69,1125.72,83000,33.05,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1116,40000,7.84,808,163000,4.29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1117,28000,15.02,970.91,71000,13.78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1118,7000,11.06,229.37,55000,22.06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1119,10000,10.08,323.05,85000,14.4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1120,30000,18.94,777.23,95000,20.19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1121,5000,11.55,165,90000,22.76,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1122,16000,7.84,323.2,75000,17.9,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
