,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,loan_default,house_onwer,emp_year_greater_5,loan_grade0,loan_grade1,loan_grade2,loan_grade3,loan_grade4,loan_grade5,loam_purpose0,loam_purpose1,loam_purpose2,loam_purpose3,loam_purpose4,loam_purpose5,loam_purpose6,loam_purpose7,loam_purpose8,loam_purpose9,loam_purpose10,loan_term0
2552,15000,11.55,495,162000,38.26,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2553,18000,13.56,414.74,120000,7.96,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2554,16000,20.89,431.87,56000,27.33,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2555,37000,7.21,1146.01,120000,31.86,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2556,7625,14.47,262.35,110000,24.31,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2557,8000,10.08,258.44,70000,13.03,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2558,5500,8.46,173.52,29000,30.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2559,30000,11.55,660.54,100000,26.75,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2560,15000,18.94,549.39,95000,20.11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2561,15000,16.14,528.4,145000,18.36,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2562,29000,15.02,690.22,0,16.47,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2563,10000,18.94,366.26,49336,30.92,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2564,12425,13.56,422.01,108000,11.07,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2565,10800,11.55,356.4,120000,12.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2566,6000,7.84,187.58,95000,16.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2567,18000,13.56,611.36,63000,27.62,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2568,3200,25.34,127.81,40000,22.65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2569,3025,10.47,98.28,80000,15.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2570,15000,14.47,516.1,119000,9.53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2571,20000,7.84,625.26,21600,10.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2572,20000,16.14,487.86,80000,13.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2573,15000,10.47,487.33,82500,12.64,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2574,6000,16.14,211.36,95000,10.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2575,10000,10.47,324.89,180000,6.13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2576,40000,14.47,940.51,120000,21.74,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2577,10000,12.73,335.65,55000,12.24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2578,10000,11.06,217.73,42000,30.54,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2579,15000,18.94,388.62,38000,21.45,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2580,3200,6.67,98.33,38000,22.91,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2581,7500,15.02,260.07,59050,9.78,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2582,16000,18.94,414.53,71000,19.98,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2583,12000,12.73,402.77,63000,24.91,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2584,32000,6.67,983.25,52000,12.62,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2585,12000,15.02,416.11,44000,18,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2586,14000,15.02,333.21,87000,15.82,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2587,16000,10.47,343.67,91000,22.04,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2588,8500,14.47,292.46,72000,22.58,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2589,20000,26.31,602.49,120000,29.62,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2590,18000,10.47,386.63,70000,2.33,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2591,10000,7.84,312.63,60000,25.66,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2592,4000,10.47,129.96,75000,23.33,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2593,12000,13.56,276.49,75000,25.42,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2594,6000,8.46,189.3,43000,22.08,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2595,8000,15.02,277.41,84000,9.29,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2596,20000,30.75,656.32,49000,11.34,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2597,10000,22.35,383.72,65000,15.46,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2598,17350,30.79,569.78,62500,30.24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2599,10000,27.27,306.97,65000,15.53,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2600,22000,7.84,687.78,52000,10.71,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2601,12000,17.97,433.65,125000,10.96,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2602,12000,6.11,365.67,75000,9.74,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2603,3000,15.02,104.03,221000,16.11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2604,17000,16.14,598.85,65000,29.86,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2605,1000,16.14,35.23,77300,20.57,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2606,12000,7.84,375.16,95000,6.63,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2607,1000,13.56,33.97,59000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2608,15000,22.35,417.28,69000,21.62,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2609,8000,10.47,259.91,37440,16.54,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2610,37000,10.08,787.6,122230,21.48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2611,3000,14.47,103.22,55000,7.9,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2612,16000,14.47,376.21,53000,19.07,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2613,24000,11.06,786.42,48000,39.58,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2614,10000,11.55,220.18,110000,23.62,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2615,7500,11.06,245.76,100150,12.86,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2616,25000,12.73,839.11,85000,25.13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2617,2000,18.94,73.26,50000,10.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2618,20000,19.92,528.99,55000,8.75,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2619,4000,22.35,153.49,45000,17.76,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2620,12000,16.91,297.66,100000,14.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2621,20000,25.34,591.02,63000,9.49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2622,15000,7.84,468.94,50000,13.39,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2623,10000,8.46,315.5,54000,10.08,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2624,5500,11.55,181.5,38000,15.26,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2625,12000,17.97,433.65,50000,12.65,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2626,16000,16.14,563.62,83462,25.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2627,7000,18.94,256.38,104000,18.89,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2628,8000,8.46,252.4,52000,4.73,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2629,4200,20.89,158,25000,1.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2630,6000,10.47,194.93,33500,18.45,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2631,4200,13.56,142.66,115000,12.92,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2632,1200,18.94,43.96,132000,8.22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2633,12000,11.06,393.21,40000,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2634,7000,10.08,226.14,52500,9.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2635,20000,16.91,712.16,70000,28.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2636,21000,13.56,483.86,100000,20.03,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2637,16525,17.97,597.17,275000,29.92,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2638,17000,10.08,361.87,48331,30.32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2639,40000,13.56,921.64,38000,7.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2640,9825,6.11,299.39,120000,12.71,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2641,10000,10.47,324.89,46580,26.59,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2642,20000,11.55,440.36,85000,13.96,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2643,9125,24.37,359.78,34000,9.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2644,6000,16.91,213.65,160000,10.06,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2645,12000,30.17,389.5,107000,11.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2646,3600,7.21,111.51,39500,10.76,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2647,2800,10.08,90.46,25000,5.62,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2648,12000,8.46,378.59,115000,34.18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2649,8000,18.94,293.01,60000,13.34,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2650,10000,14.47,344.07,90000,29.55,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2651,40000,7.84,808,110000,8.51,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2652,12000,23.4,467.03,80000,22.82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2653,4800,17.97,173.46,70000,36.07,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2654,40000,8.46,1261.97,95000,10.88,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2655,8000,7.21,247.79,100000,7.96,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2656,14400,11.55,317.06,92000,23.14,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2657,4000,8.46,126.2,42000,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2658,21175,16.14,516.52,94000,14.78,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2659,13000,10.08,419.97,120000,25.19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2660,25000,7.84,505,190000,0.65,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2661,15000,11.55,495,35000,15.47,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2662,10000,16.91,248.05,43857,18.62,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2663,4500,16.14,158.52,32640,5.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2664,5000,16.91,178.04,53000,20.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2665,30000,19.92,1113.69,100000,24.86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2666,11000,10.08,355.36,34500,13.39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2667,12000,10.47,389.86,60000,7.02,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2668,2000,18.94,73.26,38500,17.55,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2669,7500,22.35,287.79,60000,16.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2670,25000,14.47,860.16,85000,35.56,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2671,4400,19.92,163.35,68500,35.32,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2672,4800,10.08,155.07,79000,11.53,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2673,20000,19.92,528.99,102000,19.47,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2674,9000,8.46,283.95,73500,32.21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2675,4450,10.47,144.58,100000,16.03,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2676,7000,6.67,215.09,135000,22.47,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2677,2000,22.35,76.75,50000,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2678,16000,8.46,504.79,36000,19.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2679,2400,22.35,92.1,72400,34.34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2680,15000,17.97,542.07,92000,35.27,12,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2681,6500,12.73,218.17,95000,4.98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2682,38000,7.84,767.6,55000,27.49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2683,8000,11.55,264,50000,23.88,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2684,5500,6.67,169,85000,31.23,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2685,14000,15.02,333.21,50000,12.48,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2686,4000,29.69,169.13,98348,6.61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2687,2500,8.46,78.88,80000,15.51,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2688,12500,7.84,390.79,35000,14.81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2689,6600,8.46,208.23,25000,7.15,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2690,25000,10.08,532.17,95000,12.28,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2691,8000,14.47,275.26,107000,14.88,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2692,3500,16.14,123.3,75000,5.61,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2693,20500,20.89,771.19,54000,8.91,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2694,6000,17.97,216.83,35736,28.04,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2695,15000,16.14,528.4,142000,31.31,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2696,6025,16.91,214.54,80988,19.05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2697,35000,16.14,1232.92,115000,8.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2698,18500,15.02,440.31,50000,25.61,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2699,3000,20.89,112.86,50000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2700,17500,7.84,547.1,40206,35.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2701,20000,22.35,556.37,75000,18.03,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2702,30000,15.02,714.02,45000,22.29,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2703,26000,13.56,599.06,47000,30.72,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2704,9000,11.55,297,45000,41.44,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2705,5000,15.02,173.38,60000,17.32,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2706,9000,11.55,297,109000,25.27,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2707,20000,22.35,556.37,110000,13.04,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2708,4000,11.55,132,25000,27.22,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2709,8000,19.92,296.99,35000,5.86,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2710,30000,18.94,1098.78,31000,91.56,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2711,6000,11.55,198,41600,21.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2712,20000,10.47,649.77,50000,44.34,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2713,35000,14.47,1204.23,165000,11.13,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2714,12000,11.06,393.21,92000,19.63,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2715,15000,17.97,542.07,78000,25.94,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2716,21525,27.27,660.76,32000,48.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2717,4000,11.06,131.07,78000,27.03,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2718,37500,10.47,805.47,17000,35.59,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2719,13625,6.67,418.65,60000,18.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2720,35000,11.06,1146.85,125000,7.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2721,7200,16.91,256.38,14616,15.52,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2722,40000,14.47,940.51,70000,24.45,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2723,1800,22.35,69.07,132400,15.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2724,7000,16.91,249.26,48000,49.28,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2725,2800,16.91,99.71,49995,5.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2726,20000,11.55,440.36,51000,27.65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2727,24000,16.14,585.43,63000,22.48,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2728,35000,17.97,888.2,36971,37.01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2729,5000,10.08,161.53,40000,11.34,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2730,1000,15.02,34.68,35000,0.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2731,5000,6.11,152.36,80000,11.01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2732,35000,10.47,751.77,120000,13.92,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2733,7000,10.47,227.42,45000,38.59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2734,12000,27.27,368.37,45000,32.43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2735,8000,14.47,275.26,16000,30.98,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2736,7400,27.27,303.18,60000,14.52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2737,4000,16.14,140.91,150000,11.95,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2738,15000,20.89,564.28,57325,19.43,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2739,10000,10.08,323.05,350000,17.93,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2740,2100,29.69,88.8,20000,5.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2741,16000,6.11,487.55,130000,14.06,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2742,7000,18.94,256.38,185000,34.46,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2743,16000,6.11,487.55,52450,8.01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2744,32000,12.73,1074.05,36000,59.18,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2745,20000,8.46,630.99,65000,18.45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2746,3000,10.08,96.92,57500,0.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2747,35000,15.02,833.02,100000,29.19,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2748,25000,14.47,860.16,55000,15.84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2749,4000,7.84,125.06,25000,4.66,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2750,22000,10.47,472.54,95000,12.13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2751,8000,11.55,264,75000,17.41,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2752,24000,20.89,647.8,120000,24.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2753,12000,10.47,257.75,41914,21.74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2754,10000,15.02,238.01,57000,36.02,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2755,3600,10.08,116.3,40000,19.35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2756,7500,19.92,278.43,45000,36.88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2757,2500,11.55,82.5,79000,32.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2758,40000,10.47,859.17,135000,10.44,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2759,12000,15.02,416.11,65000,6.61,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2760,22100,15.02,525.99,62993,31.68,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2761,15000,7.84,468.94,88000,13.51,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2762,11500,7.21,356.2,100000,18.22,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2763,3000,19.92,111.37,40000,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
